CID,Checker,Category,Type,Impact,Severity,CVSS score,Event Description,Vulnerable line number,Defect remediation guidance,CWE,OWASP,FilePathname
228811,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.CrossSiteScriptingLesson3.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",21,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/CrossSiteScriptingLesson3.java
228812,SENSITIVE_DATA_LEAK,Medium impact security,Cleartext sensitive data in a database,Medium,Unspecified,9.89,"Leaking a password ""password_login"". Passing it to ""java.sql.PreparedStatement.setString"" either stores it to a database or suggests that it is stored in a database.",38,"Do one of the following before storing it:
* Encrypt the data.
* Use a cryptographic hash on the data.
",313,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallengeLogin.java
228813,LOG_INJECTION,Audit impact security,Log injection,Audit,Unspecified,9.89,"A tainted string ""logLine"" is stored in logs.  This may allow for an attacker to forge log messages to confuse automated log parsing tools or humans trying to diagnose an attack or other problem. The value is used unsafely in bytecode, which cannot be displayed.",60,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,117,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/Ping.java
228814,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.89,"Variable ""statement"" going out of scope leaks the resource it refers to.",112,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,404,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson8.java
228815,XML_INJECTION,Audit impact security,XML injection,Audit,Unspecified,9.89,"A tainted value ""inputSource"" is passed to an XML Parsing API.",69,The user-controllable data should be sanitized so that it does not contain unexpected content or structure.,91,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/client-side-filtering/src/main/java/org/owasp/webgoat/plugin/Salaries.java
228816,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.89,"Variable ""statement"" going out of scope leaks the resource it refers to.",71,The user-controllable data should be sanitized so that it does not contain unexpected content or structure.,404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson9.java
228817,SENSITIVE_DATA_LEAK,Medium impact security,Cleartext sensitive data in a database,Medium,Unspecified,9.89,"Leaking a password ""password_login"". Passing it to ""java.sql.PreparedStatement.setString"" either stores it to a database or suggests that it is stored in a database.",86,"Do one of the following before storing it:
* Encrypt the data.
* Use a cryptographic hash on the data.
",313,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java
228818,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.CIAQuiz.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",26,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cia/src/main/java/org/owasp/webgoat/plugin/CIAQuiz.java
228819,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson2.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",55,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson2.java
228820,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.advanced.SqlInjectionQuiz.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",32,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionQuiz.java
228821,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.SSRFTask1.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",63,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/ssrf/src/main/java/org/owasp/webgoat/plugin/SSRFTask1.java
228822,CSRF,High impact security,Cross-site request forgery,High,Moderate,9.89,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson8.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",25,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson8.java
228823,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson9.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",23,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson9.java
228824,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson10.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",23,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson10.java
228825,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.89,"Variable ""statement"" going out of scope leaks the resource it refers to.",1041,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java
228826,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.CrossSiteScriptingLesson5a.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",58,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/CrossSiteScriptingLesson5a.java
228827,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.mitigation.SqlInjectionLesson10a.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",30,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/mitigation/SqlInjectionLesson10a.java
228828,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson3.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",55,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson3.java
228829,SQLI,High impact security,SQL injection,High,Unspecified,9.89,"Insecure concatenation of a SQL statement. The value ""auth_tan"" is tainted.",31,"Perform one of the following to guard against SQL injection attacks.
* Parameterize the SQL statement binding tainted values to parameters within the statement.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
* Use an ORM such as Hibernate/JPA ""Criteria"" to build the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson8.java
228830,SQLI,High impact security,SQL injection,High,Unspecified,9.89,"Passing the tainted value ""_query"" to the SQL API ""java.sql.Statement.executeUpdate(java.lang.String)"" may allow an attacker to inject SQL.",69,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson3.java
228831,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.SecurityQuestionAssignment.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",46,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/plugin/SecurityQuestionAssignment.java
228832,UNSAFE_DESERIALIZATION,High impact security,Unsafe deserialization,High,Unspecified,9.89,"A tainted value ""comment"" is deserialized. This may allow an attacker to bypass security checks or execute arbitrary code.",111,"If possible, use pure data formats such as JSON or XML to serialize and deserialize untrusted data.  Otherwise, if you must use native serialization methods, check the integrity of the data (for example with HMAC) before deserializing it.",502,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/StoredXssComments.java
228833,SENSITIVE_DATA_LEAK,Medium impact security,Cleartext sensitive data in a database,Medium,Unspecified,9.89,"Leaking a password ""password_reg"". Passing it to ""java.sql.PreparedStatement.setString"" either stores it to a database or suggests that it is stored in a database.",59,"Do one of the following before storing it:
* Encrypt the data.
* Use a cryptographic hash on the data.
",313,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallenge.java
228834,INSECURE_RANDOM,Insecure random category,Cryptographically weak PRNG,Low,Unspecified,9.89,"The random value ""org.apache.commons.lang3.RandomStringUtils.randomAlphabetic(16)"" was generated using a cryptographically insecure pseudo-random number generator.",31,"Use a cryptographically secure PRNG implementation such as ""java.security.SecureRandom"".",330,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java
228835,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.89,"SQL string ""_query"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Statement.executeUpdate(java.lang.String)"" may allow an attacker to inject SQL.",69,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson4.java
228836,CONFIG.SPRING_SECURITY_CSRF_PROTECTION_DISABLED,Medium impact security,Disabled Spring Security CSRF protection,Medium,Unspecified,9.89,The Spring Security CSRF protection is disabled.,62,"Enable the Spring Security CSRF protection by omitting the invocation of ""disable()"".",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/WebSecurityConfig.java
228837,INSECURE_RANDOM,Insecure random category,Cryptographically weak PRNG,Low,Unspecified,9.89,"The random value ""org.apache.commons.lang3.RandomStringUtils.randomAlphabetic(20)"" was generated using a cryptographically insecure pseudo-random number generator.",60,"Use a cryptographically secure PRNG implementation such as ""java.security.SecureRandom"".",330,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/plugin/JWTRefreshEndpoint.java
228838,UNSAFE_DESERIALIZATION,High impact security,Unsafe deserialization,High,Unspecified,9.89,"A tainted value ""comment"" is deserialized. This may allow an attacker to bypass security checks or execute arbitrary code.",79,"If possible, use pure data formats such as JSON or XML to serialize and deserialize untrusted data.  Otherwise, if you must use native serialization methods, check the integrity of the data (for example with HMAC) before deserializing it.",502,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/Comments.java
228839,INSECURE_RANDOM,Insecure random category,Cryptographically weak PRNG,Low,Unspecified,9.89,"The random value ""org.apache.commons.lang3.RandomStringUtils.randomAlphabetic(10)"" was generated using a cryptographically insecure pseudo-random number generator.",56,"Use a cryptographically secure PRNG implementation such as ""java.security.SecureRandom"".",330,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/BlindSendFileAssignment.java
228840,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.NetworkLesson.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",27,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/chrome-dev-tools/src/main/java/org/owasp/webgoat/plugin/NetworkLesson.java
228841,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson4.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",55,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson4.java
228842,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.NetworkDummy.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",24,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/chrome-dev-tools/src/main/java/org/owasp/webgoat/plugin/NetworkDummy.java
228843,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.89,"Variable ""statement"" going out of scope leaks the resource it refers to.",51,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",404,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson8.java
228844,LOG_INJECTION,Audit impact security,Log injection,Audit,Unspecified,9.89,"A tainted string ""resourceName"" is stored in logs.  This may allow for an attacker to forge log messages to confuse automated log parsing tools or humans trying to diagnose an attack or other problem. The value is used unsafely in bytecode, which cannot be displayed.",85,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,117,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/AsciiDoctorTemplateResolver.java
228845,SQLI,High impact security,SQL injection,High,Unspecified,9.89,"Passing the tainted value ""_query"" to the SQL API ""java.sql.Statement.executeUpdate(java.lang.String)"" may allow an attacker to inject SQL.",69,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson4.java
228846,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.SecurePasswordsAssignment.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",34,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/plugin/SecurePasswordsAssignment.java
228847,INSECURE_RANDOM,Insecure random category,Cryptographically weak PRNG,Low,Unspecified,9.89,"The random value ""org.apache.commons.lang3.RandomStringUtils.randomAlphabetic(16)"" was generated using a cryptographically insecure pseudo-random number generator.",32,"Use a cryptographically secure PRNG implementation such as ""java.security.SecureRandom"".",330,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java
228848,PATH_MANIPULATION,High impact security,"Filesystem path, filename, or URI manipulation",High,Unspecified,9.89,"Constructing a path or URI using the tainted value ""fileLocatation"". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",45,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/FileServer.java
228849,PATH_MANIPULATION,High impact security,"Filesystem path, filename, or URI manipulation",High,Unspecified,9.89,"Constructing a path or URI using the tainted value ""new java.io.File(destinationDir, user.getUsername() + ""_changed"")"". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",49,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/FileServer.java
228850,CSRF,Medium impact security,Cross-site request forgery,Medium,Unspecified,9.89,"""org.owasp.webwolf.FileServer.importFile"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",43,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/FileServer.java
228851,URL_MANIPULATION,Medium impact security,URL manipulation,Medium,Unspecified,9.89,"Constructing a URL using the tainted value ""java.lang.String.format(""http://%s/PasswordReset/reset/reset-password/%s"", host, resetLink)"". This may allow an attacker to access or modify critical or sensitive files, or redirect to a malicious website.",79,"URL manipulation vulnerabilities can be addressed by proper input validation. Whitelisting the allowed scheme and authority, and blacklisting characters that allow unsafe path traversal in the path and query parts of the URL can improve security.",99,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/plugin/ResetLinkAssignmentForgotPassword.java
228852,PATH_MANIPULATION,High impact security,"Filesystem path, filename, or URI manipulation",High,Unspecified,9.89,"Constructing a path or URI using the tainted value ""new java.io.File(targetDirectory, ""secret.txt"")"". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",69,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/BlindSendFileAssignment.java
228853,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.89,"Variable ""statement"" going out of scope leaks the resource it refers to.",77,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",404,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson2.java
228854,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.89,"Insecure concatenation of a SQL statement. The value ""org.owasp.webgoat.plugin.advanced.SqlInjectionChallenge.USERS_TABLE_NAME"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Connection.prepareStatement(java.lang.String)"" may allow an attacker to inject SQL.",36,"Perform the following to guard against SQL table name injection attacks with JDBC prepared statements.
* Define constant string values for the table or column names.
* Validate user-supplied parameters against these constant values.
* If valid, concatenate these constant values to the SQL statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallengeLogin.java
228855,XML_INJECTION,Audit impact security,XML injection,Audit,Unspecified,9.89,"A tainted value ""new java.io.StringReader(xml)"" is passed to an XML Parsing API.",70,The user-controllable data should be sanitized so that it does not contain unexpected content or structure.,91,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/Comments.java
228856,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.introduction.SqlInjectionLesson5a.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",56,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson5a.java
